Номер победы	Партия	Дата запуска	Код	Номенклатура	Количество в заказе	Перемещено	Дефицит	Обеспечена МП	Обеспечена метизы	Пометка удаления	Заказчик	Спецификация	Изделие
921254	1	27.12.2019	14953	Круг 10 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	0,30588235		0,30588235	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15029	Круг 20 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	148,39555556		148,39555556	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15121	Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	159,35058824		159,35058824	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15427	Круг 24 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	44,96666667		44,96666667	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	14143	Лист ПВ 506 ТУ 36.26.11-5-89 ст3 ГОСТ 380-2005	286,78		286,78	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	11275	Уголок 70х70х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	913,97391304		913,97391304	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	11278	Уголок 50х50х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	2 031,72903226		2 031,72903226	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	11283	Уголок 40х40х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	276,80645161		276,80645161	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	11286	Уголок 75х75х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	243,23478261		243,23478261	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	12038	Уголок 140х140х9 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	34,50666667		34,50666667	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	12146	Уголок 63х63х5 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	512,51827957		512,51827957	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15136	Уголок 80х80х6 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	746,3673913		746,3673913	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15165	Уголок 160х160х10 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	43,15909091		43,15909091	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15428	Уголок 35х35х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	44,79569892		44,79569892	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15431	Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	483,50322581		483,50322581	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15476	Уголок 25х25х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	182,60645161		182,60645161	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	13009	Швеллер 10 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	320,23655914		320,23655914	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15194	Швеллер 14 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	568,53333333		568,53333333	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15195	Швеллер 16 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	675,28888889		675,28888889	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	15910	Швеллер 8 П ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	6,63655914		6,63655914	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921254	1	27.12.2019	00-00000512	Уголок 90х90х7 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	112,25333333		112,25333333	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_40194_30915_25752, Спецификация №  6 от 28.10.2019	921254//Прожекторная мачта ПМС-24,0 Проект: 3.407.9-172 с 4-мя промежуточными площадками Спецификаци
921609	1	06.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,04444444		0,04444444	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	8,03488372	8,034	0,00088372	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	17,94090909	17,94	0,00090909	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,90967742		1,90967742	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	5,76		5,76	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	14229	Круг 18 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	20,58666667		20,58666667	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	14236	Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	8,64666667		8,64666667	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	15121	Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	5,07294118		5,07294118	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	14230	Труба 146х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	1 273,42823529	1 315	-41,57176471	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	12918	Труба ДУ 25х33,5х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005	59,63764706	59,638	-0,00035294	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	15431	Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	22,25806452		22,25806452	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921609	1	06.02.2020	14231	Швеллер 12 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	13,86666667		13,86666667	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921609//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,04444444		0,04444444	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	8,03488372	8,034	0,00088372	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	17,94090909		17,94090909	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,90967742		1,90967742	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	5,76		5,76	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	14229	Круг 18 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	20,58666667		20,58666667	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	14236	Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	8,64666667		8,64666667	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	15121	Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	5,07294118		5,07294118	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	14230	Труба 146х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	1 273,42823529	1 274	-0,57176471	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	12918	Труба ДУ 25х33,5х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005	59,63764706	59,638	-0,00035294	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	15431	Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	22,25806452		22,25806452	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921610	1	06.02.2020	14231	Швеллер 12 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	13,86666667		13,86666667	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921610//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,04444444		0,04444444	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	8,03488372	8,034	0,00088372	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	17,94090909	17,94	0,00090909	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	11270	Лист 4 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,90967742		1,90967742	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	5,76		5,76	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	14229	Круг 18 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	20,58666667		20,58666667	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	14236	Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	8,64666667		8,64666667	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	15121	Круг 12 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	5,07294118		5,07294118	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	14230	Труба 146х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	1 273,42823529	1 273	0,42823529	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	12918	Труба ДУ 25х33,5х3,2 ГОСТ 3262-75 ст3 ГОСТ 380-2005	59,63764706	59,638	-0,00035294	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	15431	Уголок 45х45х4 ГОСТ 8509-86 09Г2С-12 ГОСТ 19281-2014	22,25806452		22,25806452	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921611	1	06.02.2020	14231	Швеллер 12 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	13,86666667		13,86666667	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921611//Концевая опора Кт10-1-Р Проект: 4.0639
921612	1	07.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,04444444		0,04444444	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,82325581	2,174	-0,35074419	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	19,92727273	19,928	-0,00072727	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	2,88		2,88	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	14229	Круг 18 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	19,59111111		19,59111111	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	14236	Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	4,77333333		4,77333333	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	14230	Труба 146х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	1 395,14117647	1 460	-64,85882353	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921612	1	07.02.2020	14231	Швеллер 12 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	4,62222222		4,62222222	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921612//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,04444444		0,04444444	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	11289	Лист 5 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	1,82325581	2,174	-0,35074419	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	14979	Лист 6 ГОСТ 19903-74 09Г2С-12 ГОСТ 19281-2014	19,92727273	19,928	-0,00072727	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	14228	Круг 16 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	2,88		2,88	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	14229	Круг 18 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	19,59111111		19,59111111	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	14236	Круг 22 ГОСТ 2590-2006 09Г2С-12 ГОСТ 19281-2014	4,77333333		4,77333333	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	14230	Труба 146х8 ГОСТ 8732-78 09Г2С-12 ГОСТ 19281-2014	1 395,14117647	1 431	-35,85882353	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921613	1	07.02.2020	14231	Швеллер 12 У ГОСТ 8240-89 09Г2С-12 ГОСТ 19281-2014	4,62222222		4,62222222	Нет	Нет	Нет	ГАЗПРОМНЕФТЬ-ВОСТОК ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921613//Ответвительная анкерная опора ОАт10-1 Проект: 4.0639
921180	1	08.12.2019	4440	Лист 0,5 ГОСТ 19903-2015 12Х18Н10Т ГОСТ 5582-75	0,17777778		0,17777778	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ЯМАЛ ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921180//Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ
921180	1	08.12.2019	13978	Лист 10 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015	1 075,69411765	1 076	-0,30588235	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ЯМАЛ ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921180//Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ
921180	1	08.12.2019	14026	Лист 12 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015	103,24137931	104	-0,75862069	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ЯМАЛ ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921180//Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ
921180	1	08.12.2019	13980	Лист 4 ГОСТ 19903-74 С345-5 ГОСТ 27772-2015	965,45698925	966	-0,54301075	Да	Нет	Нет	ГАЗПРОМНЕФТЬ-ЯМАЛ ООО	ДП_57650_30915_31790, Спецификация №  23(1784) от 17.07.2019	921180//Мачта   прожекторная Н=21м Опросный лист 8672-Р8.2-8.1-ЭМ.ОЛ
